"received","answered","total","QUEUE_NAME","date","hour","week_day","week","month"
1,1,686,"CALLBACK SIN","2021-10-12",9,1,41,10
3,3,1761,"COM AUTO","2021-10-12",9,1,41,10
13,13,6047,"GES AUTO ALT","2021-10-12",9,1,41,10
11,11,5358,"GES AUTO ESCLAR","2021-10-12",9,1,41,10
4,4,1167,"GES OUTRO ESCLAR","2021-10-12",9,1,41,10
17,17,10544,"SIN ESCLAR","2021-10-12",9,1,41,10
5,5,3601,"SIN PERIT","2021-10-12",9,1,41,10
1,1,362,"SIN QIV","2021-10-12",9,1,41,10
3,3,387,"SIN SUPORTE","2021-10-12",9,1,41,10
1,1,211,"ASSISTIDOS PRODUÇÃO","2021-10-11",9,0,41,10
2,2,607,"ASSISTIDOS PRODUÇÃO","2021-10-11",10,0,41,10
2,2,995,"ASSISTIDOS PRODUÇÃO","2021-10-11",11,0,41,10
2,2,1263,"ASSISTIDOS PRODUÇÃO","2021-10-11",12,0,41,10
1,1,799,"ASSISTIDOS PRODUÇÃO","2021-10-11",13,0,41,10
11,11,7718,"ASSISTIDOS SINISTROS","2021-10-11",9,0,41,10
12,12,6561,"ASSISTIDOS SINISTROS","2021-10-11",10,0,41,10
12,12,7302,"ASSISTIDOS SINISTROS","2021-10-11",11,0,41,10
4,4,3739,"ASSISTIDOS SINISTROS","2021-10-11",12,0,41,10
1,0,0,"CALLBACK COM","2021-10-11",9,0,41,10
4,4,914,"CALLBACK SIN","2021-10-11",9,0,41,10
1,1,183,"CALLBACK SIN","2021-10-11",11,0,41,10
1,1,36,"CALLBACK SIN","2021-10-11",13,0,41,10
1,0,0,"CALLBACK SIN","2021-10-11",17,0,41,10
3,3,798,"CALLBACK SIN","2021-10-11",18,0,41,10
1,1,958,"CALLBACK SIN","2021-10-11",20,0,41,10
2,1,9,"CALLBACK SIN","2021-10-11",21,0,41,10
9,9,5221,"COM AUTO","2021-10-11",8,0,41,10
10,10,5973,"COM AUTO","2021-10-11",9,0,41,10
11,11,7720,"COM AUTO","2021-10-11",10,0,41,10
15,15,9569,"COM AUTO","2021-10-11",11,0,41,10
12,12,6534,"COM AUTO","2021-10-11",12,0,41,10
8,8,2496,"COM AUTO","2021-10-11",13,0,41,10
12,12,6552,"COM AUTO","2021-10-11",14,0,41,10
9,9,6215,"COM AUTO","2021-10-11",15,0,41,10
7,7,2606,"COM AUTO","2021-10-11",16,0,41,10
10,10,8431,"COM AUTO","2021-10-11",17,0,41,10
2,2,972,"COM AUTO","2021-10-11",18,0,41,10
4,4,4662,"COM AUTO","2021-10-11",19,0,41,10
1,1,83,"COM CASA","2021-10-11",9,0,41,10
3,3,1785,"COM CASA","2021-10-11",11,0,41,10
1,1,1583,"COM CASA","2021-10-11",14,0,41,10
1,1,825,"COM CASA","2021-10-11",18,0,41,10
2,2,1402,"COM SAÚDE","2021-10-11",10,0,41,10
1,1,82,"COM VIDA","2021-10-11",9,0,41,10
1,1,147,"COM VIDA","2021-10-11",11,0,41,10
1,1,51,"COM VIDA","2021-10-11",17,0,41,10
25,25,16833,"GES AUTO ALT","2021-10-11",8,0,41,10
16,16,8082,"GES AUTO ALT","2021-10-11",9,0,41,10
21,21,11883,"GES AUTO ALT","2021-10-11",10,0,41,10
15,15,6398,"GES AUTO ALT","2021-10-11",11,0,41,10
18,18,11115,"GES AUTO ALT","2021-10-11",12,0,41,10
12,12,6572,"GES AUTO ALT","2021-10-11",13,0,41,10
15,15,7889,"GES AUTO ALT","2021-10-11",14,0,41,10
19,19,11920,"GES AUTO ALT","2021-10-11",15,0,41,10
19,19,9674,"GES AUTO ALT","2021-10-11",16,0,41,10
17,17,10949,"GES AUTO ALT","2021-10-11",17,0,41,10
5,5,3749,"GES AUTO ALT","2021-10-11",18,0,41,10
4,4,1617,"GES AUTO ALT","2021-10-11",19,0,41,10
27,27,11361,"GES AUTO ESCLAR","2021-10-11",8,0,41,10
27,27,8880,"GES AUTO ESCLAR","2021-10-11",9,0,41,10
23,23,11107,"GES AUTO ESCLAR","2021-10-11",10,0,41,10
23,23,13898,"GES AUTO ESCLAR","2021-10-11",11,0,41,10
11,11,9264,"GES AUTO ESCLAR","2021-10-11",12,0,41,10
17,17,11176,"GES AUTO ESCLAR","2021-10-11",13,0,41,10
17,17,7366,"GES AUTO ESCLAR","2021-10-11",14,0,41,10
14,14,7683,"GES AUTO ESCLAR","2021-10-11",15,0,41,10
12,12,6657,"GES AUTO ESCLAR","2021-10-11",16,0,41,10
8,8,4957,"GES AUTO ESCLAR","2021-10-11",17,0,41,10
10,10,4022,"GES AUTO ESCLAR","2021-10-11",18,0,41,10
7,7,2501,"GES AUTO ESCLAR","2021-10-11",19,0,41,10
1,1,75,"GES OUTRO ALT","2021-10-11",8,0,41,10
1,1,705,"GES OUTRO ALT","2021-10-11",9,0,41,10
1,1,1604,"GES OUTRO ALT","2021-10-11",10,0,41,10
2,2,1296,"GES OUTRO ALT","2021-10-11",11,0,41,10
1,1,919,"GES OUTRO ALT","2021-10-11",13,0,41,10
1,1,189,"GES OUTRO ALT","2021-10-11",14,0,41,10
2,2,1800,"GES OUTRO ALT","2021-10-11",15,0,41,10
1,1,308,"GES OUTRO ALT","2021-10-11",16,0,41,10
1,1,1354,"GES OUTRO ALT","2021-10-11",18,0,41,10
1,1,790,"GES OUTRO ALT","2021-10-11",19,0,41,10
4,4,2252,"GES OUTRO ESCLAR","2021-10-11",9,0,41,10
2,2,1114,"GES OUTRO ESCLAR","2021-10-11",10,0,41,10
3,3,1728,"GES OUTRO ESCLAR","2021-10-11",11,0,41,10
3,3,2267,"GES OUTRO ESCLAR","2021-10-11",12,0,41,10
2,2,1866,"GES OUTRO ESCLAR","2021-10-11",13,0,41,10
3,3,1534,"GES OUTRO ESCLAR","2021-10-11",14,0,41,10
3,3,6121,"GES OUTRO ESCLAR","2021-10-11",15,0,41,10
1,1,180,"GES OUTRO ESCLAR","2021-10-11",16,0,41,10
2,2,1270,"GES OUTRO ESCLAR","2021-10-11",17,0,41,10
1,1,1152,"LINHA CLIENTES - SALES","2021-10-11",9,0,41,10
5,5,2994,"LINHA CLIENTES - SALES","2021-10-11",10,0,41,10
1,1,90,"LINHA CLIENTES - SALES","2021-10-11",11,0,41,10
4,4,1129,"LINHA CLIENTES - SALES","2021-10-11",12,0,41,10
7,7,2038,"LINHA CLIENTES - SALES","2021-10-11",13,0,41,10
2,2,667,"NÃO ASSISTIDO PRODUÇÃO","2021-10-11",9,0,41,10
1,1,275,"NÃO ASSISTIDO PRODUÇÃO","2021-10-11",10,0,41,10
2,2,1217,"NÃO ASSISTIDO PRODUÇÃO","2021-10-11",11,0,41,10
2,2,305,"NÃO ASSISTIDO PRODUÇÃO","2021-10-11",12,0,41,10
1,1,589,"NÃO ASSISTIDO SINISTROS","2021-10-11",9,0,41,10
1,1,1817,"NÃO ASSISTIDO SINISTROS","2021-10-11",10,0,41,10
3,3,1329,"NÃO ASSISTIDO SINISTROS","2021-10-11",11,0,41,10
1,1,763,"NÃO ASSISTIDO SINISTROS","2021-10-11",12,0,41,10
1,0,0,"OUT SIN","2021-10-11",9,0,41,10
3,3,442,"PRESTADORES","2021-10-11",9,0,41,10
2,2,828,"RRA","2021-10-11",9,0,41,10
1,1,2533,"RRA","2021-10-11",10,0,41,10
2,2,947,"RRA","2021-10-11",11,0,41,10
3,3,3005,"RRA","2021-10-11",12,0,41,10
3,3,845,"RRA","2021-10-11",13,0,41,10
8,8,3507,"SERVICING GENÉRICO","2021-10-11",9,0,41,10
4,4,2565,"SERVICING GENÉRICO","2021-10-11",10,0,41,10
7,7,2743,"SERVICING GENÉRICO","2021-10-11",11,0,41,10
3,3,1882,"SERVICING GENÉRICO","2021-10-11",12,0,41,10
2,2,842,"SERVICING GENÉRICO","2021-10-11",13,0,41,10
7,7,2570,"SERVICING I","2021-10-11",9,0,41,10
5,5,3193,"SERVICING I","2021-10-11",10,0,41,10
6,6,7244,"SERVICING I","2021-10-11",11,0,41,10
4,4,1544,"SERVICING I","2021-10-11",12,0,41,10
10,10,3177,"SERVICING I","2021-10-11",13,0,41,10
1,1,1838,"SERVICING I","2021-10-11",14,0,41,10
9,9,3972,"SERVICING II","2021-10-11",9,0,41,10
8,8,4096,"SERVICING II","2021-10-11",10,0,41,10
12,12,8131,"SERVICING II","2021-10-11",11,0,41,10
3,3,1016,"SERVICING II","2021-10-11",12,0,41,10
10,10,4854,"SERVICING II","2021-10-11",13,0,41,10
23,23,17011,"SIN ESCLAR","2021-10-11",8,0,41,10
27,27,16820,"SIN ESCLAR","2021-10-11",9,0,41,10
33,33,25346,"SIN ESCLAR","2021-10-11",10,0,41,10
22,22,10642,"SIN ESCLAR","2021-10-11",11,0,41,10
20,20,12741,"SIN ESCLAR","2021-10-11",12,0,41,10
24,24,14744,"SIN ESCLAR","2021-10-11",13,0,41,10
28,28,19380,"SIN ESCLAR","2021-10-11",14,0,41,10
33,33,25972,"SIN ESCLAR","2021-10-11",15,0,41,10
18,18,11632,"SIN ESCLAR","2021-10-11",16,0,41,10
8,8,5904,"SIN ESCLAR","2021-10-11",17,0,41,10
4,4,3823,"SIN ESCLAR","2021-10-11",18,0,41,10
3,3,1497,"SIN ESCLAR","2021-10-11",19,0,41,10
3,3,864,"SIN INDEM","2021-10-11",9,0,41,10
1,1,613,"SIN INDEM","2021-10-11",11,0,41,10
3,3,2796,"SIN INDEM","2021-10-11",12,0,41,10
1,1,163,"SIN INDEM","2021-10-11",14,0,41,10
3,3,1924,"SIN INDEM","2021-10-11",15,0,41,10
4,4,3254,"SIN PERIT","2021-10-11",8,0,41,10
8,8,5227,"SIN PERIT","2021-10-11",9,0,41,10
6,6,6235,"SIN PERIT","2021-10-11",10,0,41,10
3,3,1616,"SIN PERIT","2021-10-11",11,0,41,10
5,5,2885,"SIN PERIT","2021-10-11",12,0,41,10
5,5,1281,"SIN PERIT","2021-10-11",13,0,41,10
5,5,5175,"SIN PERIT","2021-10-11",14,0,41,10
6,6,2964,"SIN PERIT","2021-10-11",15,0,41,10
4,4,3487,"SIN PERIT","2021-10-11",16,0,41,10
1,1,651,"SIN PERIT","2021-10-11",17,0,41,10
2,2,1317,"SIN QIV","2021-10-11",8,0,41,10
1,1,234,"SIN QIV","2021-10-11",10,0,41,10
2,2,1810,"SIN QIV","2021-10-11",11,0,41,10
1,1,786,"SIN QIV","2021-10-11",12,0,41,10
2,2,727,"SIN QIV","2021-10-11",14,0,41,10
1,1,722,"SIN QIV","2021-10-11",15,0,41,10
2,2,2917,"SIN QIV","2021-10-11",16,0,41,10
2,2,990,"SIN QIV","2021-10-11",17,0,41,10
2,2,609,"SIN SUPORTE","2021-10-11",9,0,41,10
1,1,575,"SIN SUPORTE","2021-10-11",10,0,41,10
1,1,538,"SIN SUPORTE","2021-10-11",12,0,41,10
1,1,787,"SIN SUPORTE","2021-10-11",15,0,41,10
1,1,225,"SIN SUPORTE","2021-10-11",16,0,41,10
5,5,977,"SINISTROS AP","2021-10-11",9,0,41,10
6,6,1151,"SINISTROS AP","2021-10-11",10,0,41,10
5,5,1042,"SINISTROS AP","2021-10-11",11,0,41,10
2,2,153,"SINISTROS AP","2021-10-11",12,0,41,10
2,2,665,"SINISTROS AP","2021-10-11",13,0,41,10
37,37,17149,"SINISTROS AT","2021-10-11",9,0,41,10
41,41,19875,"SINISTROS AT","2021-10-11",10,0,41,10
41,41,21664,"SINISTROS AT","2021-10-11",11,0,41,10
42,42,20244,"SINISTROS AT","2021-10-11",12,0,41,10
25,25,11226,"SINISTROS AT","2021-10-11",13,0,41,10
13,13,4947,"SINISTROS RR","2021-10-11",9,0,41,10
15,15,6068,"SINISTROS RR","2021-10-11",10,0,41,10
18,18,6373,"SINISTROS RR","2021-10-11",11,0,41,10
16,16,12146,"SINISTROS RR","2021-10-11",12,0,41,10
6,6,3487,"SINISTROS RR","2021-10-11",13,0,41,10
1,1,1317,"SONAE GES","2021-10-11",11,0,41,10
3,3,2498,"TRIAGEM CLÍNICA","2021-10-11",9,0,41,10
3,3,1462,"TRIAGEM CLÍNICA","2021-10-11",10,0,41,10
3,3,3680,"TRIAGEM CLÍNICA","2021-10-11",11,0,41,10
3,3,1935,"TRIAGEM CLÍNICA","2021-10-11",12,0,41,10
3,3,2412,"TRIAGEM CLÍNICA","2021-10-11",13,0,41,10
2,2,63,NULL,"2021-10-11",9,0,41,10
7,7,2226,"ASSISTIDOS PRODUÇÃO","2021-10-08",9,4,40,10
16,16,6404,"ASSISTIDOS PRODUÇÃO","2021-10-08",10,4,40,10
10,10,4729,"ASSISTIDOS PRODUÇÃO","2021-10-08",11,4,40,10
3,3,997,"ASSISTIDOS PRODUÇÃO","2021-10-08",12,4,40,10
4,4,1057,"ASSISTIDOS PRODUÇÃO","2021-10-08",13,4,40,10
1,1,212,"ASSISTIDOS PRODUÇÃO","2021-10-08",14,4,40,10
5,5,3742,"ASSISTIDOS PRODUÇÃO","2021-10-08",15,4,40,10
6,6,3099,"ASSISTIDOS PRODUÇÃO","2021-10-08",16,4,40,10
5,5,1299,"ASSISTIDOS PRODUÇÃO","2021-10-08",17,4,40,10
12,12,8131,"ASSISTIDOS SINISTROS","2021-10-08",9,4,40,10
15,15,11305,"ASSISTIDOS SINISTROS","2021-10-08",10,4,40,10
10,10,6496,"ASSISTIDOS SINISTROS","2021-10-08",11,4,40,10
8,8,5559,"ASSISTIDOS SINISTROS","2021-10-08",12,4,40,10
9,9,5324,"ASSISTIDOS SINISTROS","2021-10-08",14,4,40,10
10,10,5387,"ASSISTIDOS SINISTROS","2021-10-08",15,4,40,10
11,11,5810,"ASSISTIDOS SINISTROS","2021-10-08",16,4,40,10
10,10,5642,"ASSISTIDOS SINISTROS","2021-10-08",17,4,40,10
1,1,24,"CALLBACK COM","2021-10-08",12,4,40,10
1,0,0,"CALLBACK COM","2021-10-08",15,4,40,10
1,1,272,"CALLBACK SIN","2021-10-08",12,4,40,10
3,2,5,"CALLBACK SIN","2021-10-08",13,4,40,10
4,4,1912,"CALLBACK SIN","2021-10-08",14,4,40,10
4,4,1694,"COM AUTO","2021-10-08",8,4,40,10
6,6,3565,"COM AUTO","2021-10-08",9,4,40,10
9,9,4776,"COM AUTO","2021-10-08",10,4,40,10
14,14,5579,"COM AUTO","2021-10-08",11,4,40,10
9,9,3640,"COM AUTO","2021-10-08",12,4,40,10
7,7,3773,"COM AUTO","2021-10-08",13,4,40,10
6,6,4433,"COM AUTO","2021-10-08",14,4,40,10
6,6,4593,"COM AUTO","2021-10-08",15,4,40,10
4,4,2129,"COM AUTO","2021-10-08",16,4,40,10
10,10,5657,"COM AUTO","2021-10-08",17,4,40,10
5,5,2454,"COM AUTO","2021-10-08",18,4,40,10
7,7,2082,"COM AUTO","2021-10-08",19,4,40,10
1,1,210,"COM CASA","2021-10-08",15,4,40,10
1,1,34,"COM CASA","2021-10-08",16,4,40,10
1,1,73,"COM CASA","2021-10-08",19,4,40,10
1,1,17,"COM SAÚDE","2021-10-08",12,4,40,10
16,16,9155,"GES AUTO ALT","2021-10-08",8,4,40,10
10,10,3942,"GES AUTO ALT","2021-10-08",9,4,40,10
14,14,6529,"GES AUTO ALT","2021-10-08",10,4,40,10
20,20,10939,"GES AUTO ALT","2021-10-08",11,4,40,10
14,14,6594,"GES AUTO ALT","2021-10-08",12,4,40,10
17,17,9999,"GES AUTO ALT","2021-10-08",13,4,40,10
20,20,8765,"GES AUTO ALT","2021-10-08",14,4,40,10
14,14,5854,"GES AUTO ALT","2021-10-08",15,4,40,10
19,19,7485,"GES AUTO ALT","2021-10-08",16,4,40,10
21,21,8907,"GES AUTO ALT","2021-10-08",17,4,40,10
8,8,3634,"GES AUTO ALT","2021-10-08",18,4,40,10
4,4,1361,"GES AUTO ALT","2021-10-08",19,4,40,10
13,13,4903,"GES AUTO ESCLAR","2021-10-08",8,4,40,10
20,20,10247,"GES AUTO ESCLAR","2021-10-08",9,4,40,10
22,22,10724,"GES AUTO ESCLAR","2021-10-08",10,4,40,10
15,15,10862,"GES AUTO ESCLAR","2021-10-08",11,4,40,10
11,11,4729,"GES AUTO ESCLAR","2021-10-08",12,4,40,10
17,17,5851,"GES AUTO ESCLAR","2021-10-08",13,4,40,10
18,18,9149,"GES AUTO ESCLAR","2021-10-08",14,4,40,10
14,14,5429,"GES AUTO ESCLAR","2021-10-08",15,4,40,10
18,18,7711,"GES AUTO ESCLAR","2021-10-08",16,4,40,10
16,16,6442,"GES AUTO ESCLAR","2021-10-08",17,4,40,10
10,10,3071,"GES AUTO ESCLAR","2021-10-08",18,4,40,10
4,4,1280,"GES AUTO ESCLAR","2021-10-08",19,4,40,10
2,2,366,"GES OUTRO ALT","2021-10-08",10,4,40,10
1,1,162,"GES OUTRO ALT","2021-10-08",12,4,40,10
1,1,221,"GES OUTRO ALT","2021-10-08",13,4,40,10
4,4,2013,"GES OUTRO ALT","2021-10-08",14,4,40,10
1,1,452,"GES OUTRO ALT","2021-10-08",15,4,40,10
1,1,199,"GES OUTRO ALT","2021-10-08",16,4,40,10
1,1,5,"GES OUTRO ALT","2021-10-08",17,4,40,10
4,4,1824,"GES OUTRO ESCLAR","2021-10-08",8,4,40,10
5,5,1416,"GES OUTRO ESCLAR","2021-10-08",9,4,40,10
2,2,1196,"GES OUTRO ESCLAR","2021-10-08",10,4,40,10
4,4,1397,"GES OUTRO ESCLAR","2021-10-08",11,4,40,10
4,4,2059,"GES OUTRO ESCLAR","2021-10-08",12,4,40,10
1,1,1728,"GES OUTRO ESCLAR","2021-10-08",13,4,40,10
1,1,397,"GES OUTRO ESCLAR","2021-10-08",14,4,40,10
2,2,1168,"GES OUTRO ESCLAR","2021-10-08",15,4,40,10
3,3,2477,"GES OUTRO ESCLAR","2021-10-08",16,4,40,10
5,5,2461,"LINHA CLIENTES - SALES","2021-10-08",9,4,40,10
3,3,2512,"LINHA CLIENTES - SALES","2021-10-08",10,4,40,10
4,4,3300,"LINHA CLIENTES - SALES","2021-10-08",11,4,40,10
7,7,2732,"LINHA CLIENTES - SALES","2021-10-08",12,4,40,10
3,3,2375,"LINHA CLIENTES - SALES","2021-10-08",13,4,40,10
4,4,2713,"LINHA CLIENTES - SALES","2021-10-08",14,4,40,10
6,6,4139,"LINHA CLIENTES - SALES","2021-10-08",15,4,40,10
5,5,2268,"LINHA CLIENTES - SALES","2021-10-08",16,4,40,10
5,5,2559,"LINHA CLIENTES - SALES","2021-10-08",17,4,40,10
3,3,995,"NÃO ASSISTIDO PRODUÇÃO","2021-10-08",9,4,40,10
2,2,229,"NÃO ASSISTIDO PRODUÇÃO","2021-10-08",10,4,40,10
1,1,417,"NÃO ASSISTIDO PRODUÇÃO","2021-10-08",11,4,40,10
4,4,818,"NÃO ASSISTIDO PRODUÇÃO","2021-10-08",12,4,40,10
1,1,85,"NÃO ASSISTIDO PRODUÇÃO","2021-10-08",13,4,40,10
4,4,5364,"NÃO ASSISTIDO PRODUÇÃO","2021-10-08",14,4,40,10
2,2,963,"NÃO ASSISTIDO PRODUÇÃO","2021-10-08",15,4,40,10
4,4,1731,"NÃO ASSISTIDO PRODUÇÃO","2021-10-08",16,4,40,10
3,3,2542,"NÃO ASSISTIDO PRODUÇÃO","2021-10-08",17,4,40,10
1,1,39,"NÃO ASSISTIDO SINISTROS","2021-10-08",9,4,40,10
2,2,1627,"NÃO ASSISTIDO SINISTROS","2021-10-08",12,4,40,10
1,1,401,"NÃO ASSISTIDO SINISTROS","2021-10-08",14,4,40,10
1,1,47,"NÃO ASSISTIDO SINISTROS","2021-10-08",17,4,40,10
1,1,606,"OPERAÇÕES ASSISTIDAS | ANDREIA RAMINHOS","2021-10-08",16,4,40,10
1,1,122,"PRESTADORES","2021-10-08",11,4,40,10
7,7,1951,"RRA","2021-10-08",9,4,40,10
5,5,1412,"RRA","2021-10-08",10,4,40,10
5,5,4771,"RRA","2021-10-08",11,4,40,10
3,3,2180,"RRA","2021-10-08",12,4,40,10
1,1,334,"RRA","2021-10-08",13,4,40,10
8,8,2596,"RRA","2021-10-08",14,4,40,10
6,6,4648,"RRA","2021-10-08",15,4,40,10
2,2,1787,"RRA","2021-10-08",16,4,40,10
1,1,1496,"RRA","2021-10-08",17,4,40,10
1,1,412,"SERVICING GENÉRICO","2021-10-08",9,4,40,10
4,4,1043,"SERVICING GENÉRICO","2021-10-08",10,4,40,10
3,3,5648,"SERVICING GENÉRICO","2021-10-08",11,4,40,10
3,3,2127,"SERVICING GENÉRICO","2021-10-08",12,4,40,10
1,1,920,"SERVICING GENÉRICO","2021-10-08",13,4,40,10
2,2,1397,"SERVICING GENÉRICO","2021-10-08",17,4,40,10
4,4,772,"SERVICING GENÉRICO","2021-10-08",18,4,40,10
3,3,1459,"SERVICING I","2021-10-08",9,4,40,10
6,6,1599,"SERVICING I","2021-10-08",10,4,40,10
7,7,4401,"SERVICING I","2021-10-08",11,4,40,10
2,2,744,"SERVICING I","2021-10-08",12,4,40,10
2,2,676,"SERVICING I","2021-10-08",13,4,40,10
3,3,2889,"SERVICING I","2021-10-08",15,4,40,10
4,4,810,"SERVICING I","2021-10-08",16,4,40,10
2,2,492,"SERVICING I","2021-10-08",17,4,40,10
3,3,434,"SERVICING I","2021-10-08",18,4,40,10
7,7,4296,"SERVICING II","2021-10-08",9,4,40,10
8,8,2263,"SERVICING II","2021-10-08",10,4,40,10
4,4,1337,"SERVICING II","2021-10-08",11,4,40,10
3,3,5115,"SERVICING II","2021-10-08",12,4,40,10
2,2,636,"SERVICING II","2021-10-08",13,4,40,10
2,2,893,"SERVICING II","2021-10-08",15,4,40,10
5,5,1391,"SERVICING II","2021-10-08",16,4,40,10
1,1,66,"SERVICING II","2021-10-08",17,4,40,10
3,3,1132,"SERVICING II","2021-10-08",18,4,40,10
18,18,12598,"SIN ESCLAR","2021-10-08",8,4,40,10
19,19,13101,"SIN ESCLAR","2021-10-08",9,4,40,10
17,17,10719,"SIN ESCLAR","2021-10-08",10,4,40,10
14,14,6458,"SIN ESCLAR","2021-10-08",11,4,40,10
10,10,8836,"SIN ESCLAR","2021-10-08",12,4,40,10
17,17,8517,"SIN ESCLAR","2021-10-08",13,4,40,10
19,19,11374,"SIN ESCLAR","2021-10-08",14,4,40,10
11,11,4873,"SIN ESCLAR","2021-10-08",15,4,40,10
16,16,8735,"SIN ESCLAR","2021-10-08",16,4,40,10
8,8,3276,"SIN ESCLAR","2021-10-08",17,4,40,10
4,4,3219,"SIN ESCLAR","2021-10-08",18,4,40,10
1,1,1626,"SIN ESCLAR","2021-10-08",19,4,40,10
1,1,2109,"SIN INDEM","2021-10-08",9,4,40,10
2,2,600,"SIN INDEM","2021-10-08",10,4,40,10
1,1,340,"SIN INDEM","2021-10-08",13,4,40,10
1,1,211,"SIN INDEM","2021-10-08",15,4,40,10
1,1,556,"SIN INDEM","2021-10-08",16,4,40,10
2,2,1204,"SIN PERIT","2021-10-08",8,4,40,10
3,3,1985,"SIN PERIT","2021-10-08",9,4,40,10
2,2,1565,"SIN PERIT","2021-10-08",10,4,40,10
6,6,1809,"SIN PERIT","2021-10-08",11,4,40,10
4,4,1351,"SIN PERIT","2021-10-08",12,4,40,10
8,8,4784,"SIN PERIT","2021-10-08",13,4,40,10
2,2,2123,"SIN PERIT","2021-10-08",14,4,40,10
7,7,4043,"SIN PERIT","2021-10-08",15,4,40,10
2,2,2268,"SIN PERIT","2021-10-08",16,4,40,10
3,3,889,"SIN PERIT","2021-10-08",18,4,40,10
1,1,753,"SIN PERIT","2021-10-08",19,4,40,10
1,1,165,"SIN QIV","2021-10-08",10,4,40,10
2,2,649,"SIN QIV","2021-10-08",11,4,40,10
1,1,808,"SIN QIV","2021-10-08",12,4,40,10
2,2,1244,"SIN QIV","2021-10-08",14,4,40,10
2,2,2167,"SIN QIV","2021-10-08",15,4,40,10
1,1,187,"SIN QIV","2021-10-08",16,4,40,10
1,1,211,"SIN QIV","2021-10-08",17,4,40,10
2,2,610,"SIN SUPORTE","2021-10-08",8,4,40,10
1,1,163,"SIN SUPORTE","2021-10-08",10,4,40,10
1,1,77,"SIN SUPORTE","2021-10-08",11,4,40,10
1,1,142,"SIN SUPORTE","2021-10-08",15,4,40,10
5,5,1685,"SINISTROS AP","2021-10-08",9,4,40,10
4,4,393,"SINISTROS AP","2021-10-08",10,4,40,10
5,5,3079,"SINISTROS AP","2021-10-08",11,4,40,10
2,2,152,"SINISTROS AP","2021-10-08",12,4,40,10
2,2,1016,"SINISTROS AP","2021-10-08",13,4,40,10
6,6,555,"SINISTROS AP","2021-10-08",14,4,40,10
6,6,902,"SINISTROS AP","2021-10-08",15,4,40,10
2,2,134,"SINISTROS AP","2021-10-08",16,4,40,10
3,3,1034,"SINISTROS AP","2021-10-08",17,4,40,10
2,2,87,"SINISTROS AP","2021-10-08",18,4,40,10
37,37,16484,"SINISTROS AT","2021-10-08",9,4,40,10
44,44,33768,"SINISTROS AT","2021-10-08",10,4,40,10
40,40,19271,"SINISTROS AT","2021-10-08",11,4,40,10
33,33,17228,"SINISTROS AT","2021-10-08",12,4,40,10
25,25,9340,"SINISTROS AT","2021-10-08",13,4,40,10
40,40,23097,"SINISTROS AT","2021-10-08",14,4,40,10
42,42,20854,"SINISTROS AT","2021-10-08",15,4,40,10
40,40,17008,"SINISTROS AT","2021-10-08",16,4,40,10
18,18,10389,"SINISTROS AT","2021-10-08",17,4,40,10
15,15,7906,"SINISTROS AT","2021-10-08",18,4,40,10
11,11,5930,"SINISTROS RR","2021-10-08",9,4,40,10
17,17,6649,"SINISTROS RR","2021-10-08",10,4,40,10
14,14,10381,"SINISTROS RR","2021-10-08",11,4,40,10
8,8,1907,"SINISTROS RR","2021-10-08",12,4,40,10
6,6,2869,"SINISTROS RR","2021-10-08",13,4,40,10
7,7,5184,"SINISTROS RR","2021-10-08",14,4,40,10
15,15,5963,"SINISTROS RR","2021-10-08",15,4,40,10
15,15,9813,"SINISTROS RR","2021-10-08",16,4,40,10
4,4,1898,"SINISTROS RR","2021-10-08",17,4,40,10
1,1,1361,"SINISTROS RR","2021-10-08",18,4,40,10
1,1,303,"SONAE GES","2021-10-08",15,4,40,10
4,4,3672,"TRIAGEM CLÍNICA","2021-10-08",9,4,40,10
2,2,1175,"TRIAGEM CLÍNICA","2021-10-08",10,4,40,10
1,1,1560,"TRIAGEM CLÍNICA","2021-10-08",11,4,40,10
4,4,2956,"TRIAGEM CLÍNICA","2021-10-08",12,4,40,10
1,1,596,"TRIAGEM CLÍNICA","2021-10-08",13,4,40,10
5,5,2626,"TRIAGEM CLÍNICA","2021-10-08",14,4,40,10
2,2,1738,"TRIAGEM CLÍNICA","2021-10-08",16,4,40,10
2,2,742,NULL,"2021-10-08",8,4,40,10
5,4,77,NULL,"2021-10-08",9,4,40,10
4,4,981,"ASSISTIDOS PRODUÇÃO","2021-10-07",9,3,40,10
10,10,4291,"ASSISTIDOS PRODUÇÃO","2021-10-07",10,3,40,10
10,10,4070,"ASSISTIDOS PRODUÇÃO","2021-10-07",11,3,40,10
6,6,1909,"ASSISTIDOS PRODUÇÃO","2021-10-07",12,3,40,10
2,2,384,"ASSISTIDOS PRODUÇÃO","2021-10-07",13,3,40,10
7,7,1655,"ASSISTIDOS PRODUÇÃO","2021-10-07",14,3,40,10
6,6,2287,"ASSISTIDOS PRODUÇÃO","2021-10-07",15,3,40,10
14,14,5615,"ASSISTIDOS PRODUÇÃO","2021-10-07",16,3,40,10
4,4,2968,"ASSISTIDOS PRODUÇÃO","2021-10-07",17,3,40,10
12,12,13403,"ASSISTIDOS SINISTROS","2021-10-07",9,3,40,10
14,14,9425,"ASSISTIDOS SINISTROS","2021-10-07",10,3,40,10
8,8,6472,"ASSISTIDOS SINISTROS","2021-10-07",11,3,40,10
