"received","answered","total","QUEUE_NAME","date","hour","week_day","week","month"
43,43,21616,"SERVICING I","2021-08-30",16,0,35,8
35,35,16873,"SERVICING I","2021-08-30",17,0,35,8
16,16,7294,"SERVICING I","2021-08-30",18,0,35,8
37,37,12465,"SERVICING II","2021-08-30",9,0,35,8
43,43,15712,"SERVICING II","2021-08-30",10,0,35,8
42,42,14787,"SERVICING II","2021-08-30",11,0,35,8
36,36,15861,"SERVICING II","2021-08-30",12,0,35,8
29,29,10899,"SERVICING II","2021-08-30",13,0,35,8
31,31,8432,"SERVICING II","2021-08-30",14,0,35,8
50,50,17282,"SERVICING II","2021-08-30",15,0,35,8
44,44,9986,"SERVICING II","2021-08-30",16,0,35,8
34,34,12063,"SERVICING II","2021-08-30",17,0,35,8
24,24,10118,"SERVICING II","2021-08-30",18,0,35,8
19,19,9105,"SIN ESCLAR","2021-08-30",8,0,35,8
30,30,15386,"SIN ESCLAR","2021-08-30",9,0,35,8
22,22,15974,"SIN ESCLAR","2021-08-30",10,0,35,8
19,19,8785,"SIN ESCLAR","2021-08-30",11,0,35,8
9,9,5490,"SIN ESCLAR","2021-08-30",12,0,35,8
19,19,14594,"SIN ESCLAR","2021-08-30",13,0,35,8
25,25,17042,"SIN ESCLAR","2021-08-30",14,0,35,8
24,24,14428,"SIN ESCLAR","2021-08-30",15,0,35,8
20,20,13717,"SIN ESCLAR","2021-08-30",16,0,35,8
2,2,1443,"SIN ESCLAR","2021-08-30",17,0,35,8
2,2,1834,"SIN ESCLAR","2021-08-30",18,0,35,8
2,2,1906,"SIN ESCLAR","2021-08-30",19,0,35,8
1,1,621,"SIN INDEM","2021-08-30",8,0,35,8
1,1,193,"SIN INDEM","2021-08-30",9,0,35,8
1,1,104,"SIN INDEM","2021-08-30",10,0,35,8
1,1,461,"SIN INDEM","2021-08-30",12,0,35,8
1,1,684,"SIN INDEM","2021-08-30",13,0,35,8
1,1,402,"SIN INDEM","2021-08-30",15,0,35,8
5,5,2517,"SIN PERIT","2021-08-30",8,0,35,8
7,7,7361,"SIN PERIT","2021-08-30",9,0,35,8
4,4,2282,"SIN PERIT","2021-08-30",10,0,35,8
4,4,3298,"SIN PERIT","2021-08-30",11,0,35,8
2,2,3565,"SIN PERIT","2021-08-30",12,0,35,8
5,5,3654,"SIN PERIT","2021-08-30",13,0,35,8
3,3,1621,"SIN PERIT","2021-08-30",14,0,35,8
6,6,2687,"SIN PERIT","2021-08-30",15,0,35,8
1,1,304,"SIN PERIT","2021-08-30",17,0,35,8
1,1,665,"SIN QIV","2021-08-30",8,0,35,8
1,1,626,"SIN QIV","2021-08-30",9,0,35,8
4,4,3164,"SIN QIV","2021-08-30",10,0,35,8
4,4,3685,"SIN QIV","2021-08-30",11,0,35,8
2,2,1444,"SIN QIV","2021-08-30",14,0,35,8
2,2,1870,"SIN QIV","2021-08-30",15,0,35,8
1,1,39,"SIN QIV","2021-08-30",16,0,35,8
1,1,415,"SIN QIV","2021-08-30",17,0,35,8
1,1,862,"SIN QIV","2021-08-30",18,0,35,8
1,1,428,"SIN SUPORTE","2021-08-30",8,0,35,8
1,1,670,"SIN SUPORTE","2021-08-30",9,0,35,8
7,7,1576,"SINISTROS AP","2021-08-30",9,0,35,8
11,11,2896,"SINISTROS AP","2021-08-30",10,0,35,8
15,15,3040,"SINISTROS AP","2021-08-30",11,0,35,8
10,10,4998,"SINISTROS AP","2021-08-30",12,0,35,8
7,7,1758,"SINISTROS AP","2021-08-30",13,0,35,8
8,8,3854,"SINISTROS AP","2021-08-30",14,0,35,8
12,12,6432,"SINISTROS AP","2021-08-30",15,0,35,8
9,9,2032,"SINISTROS AP","2021-08-30",16,0,35,8
10,10,1774,"SINISTROS AP","2021-08-30",17,0,35,8
2,2,1156,"SINISTROS AP","2021-08-30",18,0,35,8
74,74,44186,"SINISTROS AT","2021-08-30",9,0,35,8
94,94,46518,"SINISTROS AT","2021-08-30",10,0,35,8
92,92,53137,"SINISTROS AT","2021-08-30",11,0,35,8
55,55,30668,"SINISTROS AT","2021-08-30",12,0,35,8
47,47,21494,"SINISTROS AT","2021-08-30",13,0,35,8
79,79,49488,"SINISTROS AT","2021-08-30",14,0,35,8
87,87,46685,"SINISTROS AT","2021-08-30",15,0,35,8
70,70,45199,"SINISTROS AT","2021-08-30",16,0,35,8
44,44,28415,"SINISTROS AT","2021-08-30",17,0,35,8
22,22,17294,"SINISTROS AT","2021-08-30",18,0,35,8
14,14,5369,"SINISTROS RR","2021-08-30",9,0,35,8
31,31,12601,"SINISTROS RR","2021-08-30",10,0,35,8
27,27,10270,"SINISTROS RR","2021-08-30",11,0,35,8
22,22,10426,"SINISTROS RR","2021-08-30",12,0,35,8
21,21,9199,"SINISTROS RR","2021-08-30",13,0,35,8
36,36,17338,"SINISTROS RR","2021-08-30",14,0,35,8
34,34,19537,"SINISTROS RR","2021-08-30",15,0,35,8
33,33,13130,"SINISTROS RR","2021-08-30",16,0,35,8
21,21,7000,"SINISTROS RR","2021-08-30",17,0,35,8
13,13,4106,"SINISTROS RR","2021-08-30",18,0,35,8
2,2,277,"SONAE COM","2021-08-30",10,0,35,8
1,1,177,"SONAE GES","2021-08-30",12,0,35,8
1,1,254,"SONAE SIN","2021-08-30",11,0,35,8
1,1,780,"SONAE SIN","2021-08-30",12,0,35,8
1,1,234,"TRIAGEM CLÍNICA","2021-08-30",9,0,35,8
1,1,884,"TRIAGEM CLÍNICA","2021-08-30",10,0,35,8
3,3,936,"TRIAGEM CLÍNICA","2021-08-30",11,0,35,8
3,3,903,"TRIAGEM CLÍNICA","2021-08-30",12,0,35,8
5,5,5441,"TRIAGEM CLÍNICA","2021-08-30",13,0,35,8
1,1,143,"TRIAGEM CLÍNICA","2021-08-30",14,0,35,8
1,1,196,"TRIAGEM CLÍNICA","2021-08-30",15,0,35,8
1,1,889,"TRIAGEM CLÍNICA","2021-08-30",16,0,35,8
3,3,1909,"TRIAGEM CLÍNICA","2021-08-30",17,0,35,8
11,11,2148,"ASSISTIDOS PRODUÇÃO","2021-08-27",9,4,34,8
24,24,7420,"ASSISTIDOS PRODUÇÃO","2021-08-27",10,4,34,8
9,9,5506,"ASSISTIDOS PRODUÇÃO","2021-08-27",11,4,34,8
4,4,2769,"ASSISTIDOS PRODUÇÃO","2021-08-27",12,4,34,8
1,1,1623,"ASSISTIDOS PRODUÇÃO","2021-08-27",13,4,34,8
6,6,1389,"ASSISTIDOS PRODUÇÃO","2021-08-27",14,4,34,8
14,14,4793,"ASSISTIDOS PRODUÇÃO","2021-08-27",15,4,34,8
12,12,2174,"ASSISTIDOS PRODUÇÃO","2021-08-27",16,4,34,8
11,11,3314,"ASSISTIDOS PRODUÇÃO","2021-08-27",17,4,34,8
2,2,519,"ASSISTIDOS PRODUÇÃO","2021-08-27",18,4,34,8
18,18,11181,"ASSISTIDOS SINISTROS","2021-08-27",9,4,34,8
24,24,16936,"ASSISTIDOS SINISTROS","2021-08-27",10,4,34,8
33,33,18677,"ASSISTIDOS SINISTROS","2021-08-27",11,4,34,8
17,17,9891,"ASSISTIDOS SINISTROS","2021-08-27",12,4,34,8
2,2,721,"ASSISTIDOS SINISTROS","2021-08-27",13,4,34,8
28,28,22833,"ASSISTIDOS SINISTROS","2021-08-27",14,4,34,8
37,37,19346,"ASSISTIDOS SINISTROS","2021-08-27",15,4,34,8
22,22,12824,"ASSISTIDOS SINISTROS","2021-08-27",16,4,34,8
17,17,9558,"ASSISTIDOS SINISTROS","2021-08-27",17,4,34,8
2,2,1490,"ASSISTIDOS SINISTROS","2021-08-27",18,4,34,8
1,0,0,"CALLBACK COM","2021-08-27",12,4,34,8
1,1,647,"CALLBACK COM","2021-08-27",13,4,34,8
1,1,351,"CALLBACK SIN","2021-08-27",8,4,34,8
2,0,0,"CALLBACK SIN","2021-08-27",10,4,34,8
1,1,98,"CALLBACK SIN","2021-08-27",11,4,34,8
2,2,1221,"CALLBACK SIN","2021-08-27",13,4,34,8
6,6,838,"COM AUTO","2021-08-27",8,4,34,8
8,8,4440,"COM AUTO","2021-08-27",9,4,34,8
6,6,2344,"COM AUTO","2021-08-27",10,4,34,8
7,7,3710,"COM AUTO","2021-08-27",11,4,34,8
15,15,6365,"COM AUTO","2021-08-27",12,4,34,8
18,18,7729,"COM AUTO","2021-08-27",13,4,34,8
13,13,4995,"COM AUTO","2021-08-27",14,4,34,8
11,11,5144,"COM AUTO","2021-08-27",15,4,34,8
13,13,5398,"COM AUTO","2021-08-27",16,4,34,8
8,8,3640,"COM AUTO","2021-08-27",17,4,34,8
2,2,691,"COM AUTO","2021-08-27",18,4,34,8
1,1,123,"COM AUTO","2021-08-27",19,4,34,8
1,1,176,"COM CASA","2021-08-27",9,4,34,8
1,1,123,"COM CASA","2021-08-27",11,4,34,8
1,1,101,"COM SAÚDE","2021-08-27",12,4,34,8
2,2,204,"COM SAÚDE","2021-08-27",15,4,34,8
2,2,782,"COM SAÚDE","2021-08-27",16,4,34,8
1,1,90,"COM SAÚDE","2021-08-27",17,4,34,8
1,1,67,"COM VIDA","2021-08-27",10,4,34,8
1,1,516,"COM VIDA","2021-08-27",17,4,34,8
23,23,14270,"GES AUTO ALT","2021-08-27",8,4,34,8
20,20,10677,"GES AUTO ALT","2021-08-27",9,4,34,8
16,16,10066,"GES AUTO ALT","2021-08-27",10,4,34,8
13,13,7675,"GES AUTO ALT","2021-08-27",11,4,34,8
13,13,6302,"GES AUTO ALT","2021-08-27",12,4,34,8
15,15,7718,"GES AUTO ALT","2021-08-27",13,4,34,8
22,22,11131,"GES AUTO ALT","2021-08-27",14,4,34,8
25,25,10881,"GES AUTO ALT","2021-08-27",15,4,34,8
14,14,6457,"GES AUTO ALT","2021-08-27",16,4,34,8
10,10,4065,"GES AUTO ALT","2021-08-27",17,4,34,8
14,14,6551,"GES AUTO ALT","2021-08-27",18,4,34,8
5,5,1646,"GES AUTO ALT","2021-08-27",19,4,34,8
13,13,3084,"GES AUTO ESCLAR","2021-08-27",8,4,34,8
18,18,6415,"GES AUTO ESCLAR","2021-08-27",9,4,34,8
24,24,10483,"GES AUTO ESCLAR","2021-08-27",10,4,34,8
14,14,5228,"GES AUTO ESCLAR","2021-08-27",11,4,34,8
14,14,9042,"GES AUTO ESCLAR","2021-08-27",12,4,34,8
17,17,8197,"GES AUTO ESCLAR","2021-08-27",13,4,34,8
27,27,10386,"GES AUTO ESCLAR","2021-08-27",14,4,34,8
11,11,4788,"GES AUTO ESCLAR","2021-08-27",15,4,34,8
15,15,5628,"GES AUTO ESCLAR","2021-08-27",16,4,34,8
11,11,3713,"GES AUTO ESCLAR","2021-08-27",17,4,34,8
6,6,1084,"GES AUTO ESCLAR","2021-08-27",18,4,34,8
2,2,550,"GES AUTO ESCLAR","2021-08-27",19,4,34,8
1,1,6,"GES OUTRO ALT","2021-08-27",8,4,34,8
3,3,1759,"GES OUTRO ALT","2021-08-27",9,4,34,8
1,1,28,"GES OUTRO ALT","2021-08-27",11,4,34,8
1,1,1169,"GES OUTRO ALT","2021-08-27",12,4,34,8
1,1,684,"GES OUTRO ALT","2021-08-27",13,4,34,8
1,1,70,"GES OUTRO ALT","2021-08-27",14,4,34,8
1,1,3,"GES OUTRO ALT","2021-08-27",17,4,34,8
2,2,894,"GES OUTRO ESCLAR","2021-08-27",8,4,34,8
3,3,970,"GES OUTRO ESCLAR","2021-08-27",9,4,34,8
5,5,1532,"GES OUTRO ESCLAR","2021-08-27",10,4,34,8
1,1,193,"GES OUTRO ESCLAR","2021-08-27",11,4,34,8
2,2,866,"GES OUTRO ESCLAR","2021-08-27",13,4,34,8
3,3,489,"GES OUTRO ESCLAR","2021-08-27",14,4,34,8
2,2,260,"GES OUTRO ESCLAR","2021-08-27",15,4,34,8
1,1,156,"GES OUTRO ESCLAR","2021-08-27",16,4,34,8
2,2,427,"GES OUTRO ESCLAR","2021-08-27",19,4,34,8
4,4,2127,"LINHA CLIENTES - SALES","2021-08-27",9,4,34,8
10,10,4088,"LINHA CLIENTES - SALES","2021-08-27",10,4,34,8
8,8,1873,"LINHA CLIENTES - SALES","2021-08-27",11,4,34,8
16,16,7255,"LINHA CLIENTES - SALES","2021-08-27",12,4,34,8
13,13,6110,"LINHA CLIENTES - SALES","2021-08-27",13,4,34,8
7,7,3269,"LINHA CLIENTES - SALES","2021-08-27",14,4,34,8
12,12,7321,"LINHA CLIENTES - SALES","2021-08-27",15,4,34,8
14,14,10498,"LINHA CLIENTES - SALES","2021-08-27",16,4,34,8
12,12,5873,"LINHA CLIENTES - SALES","2021-08-27",17,4,34,8
8,8,5010,"LINHA CLIENTES - SALES","2021-08-27",18,4,34,8
3,3,1036,"LINHA CLIENTES - SALES","2021-08-27",19,4,34,8
4,4,2412,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",9,4,34,8
3,3,7113,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",10,4,34,8
7,7,5375,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",11,4,34,8
5,5,1726,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",12,4,34,8
2,2,195,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",13,4,34,8
3,3,2343,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",14,4,34,8
3,3,1372,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",15,4,34,8
3,3,967,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",16,4,34,8
6,6,4951,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",17,4,34,8
4,4,1530,"NÃO ASSISTIDO PRODUÇÃO","2021-08-27",18,4,34,8
5,5,4494,"NÃO ASSISTIDO SINISTROS","2021-08-27",10,4,34,8
2,2,902,"NÃO ASSISTIDO SINISTROS","2021-08-27",12,4,34,8
3,3,1243,"NÃO ASSISTIDO SINISTROS","2021-08-27",14,4,34,8
3,3,1584,"NÃO ASSISTIDO SINISTROS","2021-08-27",15,4,34,8
1,1,79,"NÃO ASSISTIDO SINISTROS","2021-08-27",16,4,34,8
3,3,1352,"NÃO ASSISTIDO SINISTROS","2021-08-27",17,4,34,8
1,1,88,"OPERAÇÕES ASSISTIDAS | LUIS CORREIA","2021-08-27",14,4,34,8
1,1,1010,"PARC GES","2021-08-27",12,4,34,8
1,1,407,"PRESTADORES","2021-08-27",10,4,34,8
1,1,396,"PRESTADORES","2021-08-27",15,4,34,8
2,2,1476,"PRESTADORES","2021-08-27",16,4,34,8
4,4,2469,"RRA","2021-08-27",9,4,34,8
8,8,6198,"RRA","2021-08-27",10,4,34,8
10,10,8959,"RRA","2021-08-27",11,4,34,8
3,3,4099,"RRA","2021-08-27",12,4,34,8
6,6,4289,"RRA","2021-08-27",13,4,34,8
10,10,5485,"RRA","2021-08-27",14,4,34,8
6,6,4096,"RRA","2021-08-27",15,4,34,8
3,3,750,"RRA","2021-08-27",16,4,34,8
4,4,1888,"RRA","2021-08-27",17,4,34,8
2,2,2138,"RRA","2021-08-27",18,4,34,8
13,13,5386,"SERVICING GENÉRICO","2021-08-27",9,4,34,8
14,14,8274,"SERVICING GENÉRICO","2021-08-27",10,4,34,8
26,26,16903,"SERVICING GENÉRICO","2021-08-27",11,4,34,8
28,28,13228,"SERVICING GENÉRICO","2021-08-27",12,4,34,8
11,11,5197,"SERVICING GENÉRICO","2021-08-27",13,4,34,8
16,16,10254,"SERVICING GENÉRICO","2021-08-27",14,4,34,8
26,26,11473,"SERVICING GENÉRICO","2021-08-27",15,4,34,8
14,14,6634,"SERVICING GENÉRICO","2021-08-27",16,4,34,8
12,12,4853,"SERVICING GENÉRICO","2021-08-27",17,4,34,8
11,11,3774,"SERVICING GENÉRICO","2021-08-27",18,4,34,8
23,23,11753,"SERVICING I","2021-08-27",9,4,34,8
34,34,15530,"SERVICING I","2021-08-27",10,4,34,8
39,39,21154,"SERVICING I","2021-08-27",11,4,34,8
38,38,17619,"SERVICING I","2021-08-27",12,4,34,8
20,20,10558,"SERVICING I","2021-08-27",13,4,34,8
25,25,11335,"SERVICING I","2021-08-27",14,4,34,8
25,25,12579,"SERVICING I","2021-08-27",15,4,34,8
23,23,10688,"SERVICING I","2021-08-27",16,4,34,8
21,21,10660,"SERVICING I","2021-08-27",17,4,34,8
9,9,4889,"SERVICING I","2021-08-27",18,4,34,8
22,22,9744,"SERVICING II","2021-08-27",9,4,34,8
50,50,24637,"SERVICING II","2021-08-27",10,4,34,8
34,34,12593,"SERVICING II","2021-08-27",11,4,34,8
26,26,10032,"SERVICING II","2021-08-27",12,4,34,8
22,22,6142,"SERVICING II","2021-08-27",13,4,34,8
29,29,10264,"SERVICING II","2021-08-27",14,4,34,8
37,37,15807,"SERVICING II","2021-08-27",15,4,34,8
31,31,13193,"SERVICING II","2021-08-27",16,4,34,8
22,22,9672,"SERVICING II","2021-08-27",17,4,34,8
20,20,5843,"SERVICING II","2021-08-27",18,4,34,8
22,22,13073,"SIN ESCLAR","2021-08-27",8,4,34,8
13,13,7169,"SIN ESCLAR","2021-08-27",9,4,34,8
26,26,15539,"SIN ESCLAR","2021-08-27",10,4,34,8
13,13,9584,"SIN ESCLAR","2021-08-27",11,4,34,8
9,9,6149,"SIN ESCLAR","2021-08-27",12,4,34,8
12,12,9173,"SIN ESCLAR","2021-08-27",13,4,34,8
17,17,9085,"SIN ESCLAR","2021-08-27",14,4,34,8
20,20,15107,"SIN ESCLAR","2021-08-27",15,4,34,8
9,9,8690,"SIN ESCLAR","2021-08-27",16,4,34,8
11,11,6738,"SIN ESCLAR","2021-08-27",17,4,34,8
1,1,340,"SIN ESCLAR","2021-08-27",18,4,34,8
1,1,1058,"SIN ESCLAR","2021-08-27",19,4,34,8
1,1,352,"SIN INDEM","2021-08-27",8,4,34,8
1,1,838,"SIN INDEM","2021-08-27",10,4,34,8
2,2,3205,"SIN INDEM","2021-08-27",13,4,34,8
1,1,111,"SIN INDEM","2021-08-27",14,4,34,8
4,4,3165,"SIN PERIT","2021-08-27",8,4,34,8
2,2,468,"SIN PERIT","2021-08-27",9,4,34,8
6,6,4750,"SIN PERIT","2021-08-27",10,4,34,8
2,2,635,"SIN PERIT","2021-08-27",12,4,34,8
7,7,2690,"SIN PERIT","2021-08-27",14,4,34,8
4,4,2691,"SIN PERIT","2021-08-27",15,4,34,8
2,2,1057,"SIN PERIT","2021-08-27",16,4,34,8
3,3,1001,"SIN PERIT","2021-08-27",17,4,34,8
1,1,560,"SIN PERIT","2021-08-27",19,4,34,8
1,1,615,"SIN QIV","2021-08-27",8,4,34,8
1,1,736,"SIN QIV","2021-08-27",9,4,34,8
2,2,1297,"SIN QIV","2021-08-27",10,4,34,8
1,1,2687,"SIN QIV","2021-08-27",13,4,34,8
2,2,1679,"SIN QIV","2021-08-27",14,4,34,8
1,1,902,"SIN QIV","2021-08-27",17,4,34,8
2,2,1958,"SINISTROS AP","2021-08-27",9,4,34,8
10,10,3400,"SINISTROS AP","2021-08-27",10,4,34,8
7,7,1893,"SINISTROS AP","2021-08-27",11,4,34,8
8,8,1816,"SINISTROS AP","2021-08-27",12,4,34,8
6,6,3282,"SINISTROS AP","2021-08-27",13,4,34,8
3,3,1929,"SINISTROS AP","2021-08-27",14,4,34,8
5,5,2190,"SINISTROS AP","2021-08-27",15,4,34,8
15,15,6020,"SINISTROS AP","2021-08-27",16,4,34,8
2,2,653,"SINISTROS AP","2021-08-27",17,4,34,8
2,2,233,"SINISTROS AP","2021-08-27",18,4,34,8
36,36,19777,"SINISTROS AT","2021-08-27",9,4,34,8
73,73,46947,"SINISTROS AT","2021-08-27",10,4,34,8
67,67,46157,"SINISTROS AT","2021-08-27",11,4,34,8
45,45,22394,"SINISTROS AT","2021-08-27",12,4,34,8
32,32,17719,"SINISTROS AT","2021-08-27",13,4,34,8
44,44,27252,"SINISTROS AT","2021-08-27",14,4,34,8
52,52,38083,"SINISTROS AT","2021-08-27",15,4,34,8
51,51,24736,"SINISTROS AT","2021-08-27",16,4,34,8
27,27,16483,"SINISTROS AT","2021-08-27",17,4,34,8
16,16,12512,"SINISTROS AT","2021-08-27",18,4,34,8
11,11,5968,"SINISTROS RR","2021-08-27",9,4,34,8
47,47,17853,"SINISTROS RR","2021-08-27",10,4,34,8
27,27,9199,"SINISTROS RR","2021-08-27",11,4,34,8
26,26,16824,"SINISTROS RR","2021-08-27",12,4,34,8
5,5,2506,"SINISTROS RR","2021-08-27",13,4,34,8
13,13,10799,"SINISTROS RR","2021-08-27",14,4,34,8
21,21,10183,"SINISTROS RR","2021-08-27",15,4,34,8
22,22,12168,"SINISTROS RR","2021-08-27",16,4,34,8
10,10,5013,"SINISTROS RR","2021-08-27",17,4,34,8
5,5,1462,"SINISTROS RR","2021-08-27",18,4,34,8
1,1,127,"SONAE COM","2021-08-27",15,4,34,8
1,1,867,"SONAE GES","2021-08-27",11,4,34,8
3,3,3204,"TRIAGEM CLÍNICA","2021-08-27",9,4,34,8
4,4,2386,"TRIAGEM CLÍNICA","2021-08-27",10,4,34,8
1,1,1042,"TRIAGEM CLÍNICA","2021-08-27",11,4,34,8
2,2,1055,"TRIAGEM CLÍNICA","2021-08-27",12,4,34,8
1,1,901,"TRIAGEM CLÍNICA","2021-08-27",14,4,34,8
1,1,1106,"TRIAGEM CLÍNICA","2021-08-27",15,4,34,8
1,1,1077,"TRIAGEM CLÍNICA","2021-08-27",16,4,34,8
1,1,874,"TRIAGEM CLÍNICA","2021-08-27",17,4,34,8
1,1,12,NULL,"2021-08-27",8,4,34,8
4,4,213,NULL,"2021-08-27",10,4,34,8
5,5,1776,"ASSISTIDOS PRODUÇÃO","2021-08-26",9,3,34,8
16,16,9681,"ASSISTIDOS PRODUÇÃO","2021-08-26",10,3,34,8
25,25,6740,"ASSISTIDOS PRODUÇÃO","2021-08-26",11,3,34,8
8,8,2817,"ASSISTIDOS PRODUÇÃO","2021-08-26",12,3,34,8
5,5,636,"ASSISTIDOS PRODUÇÃO","2021-08-26",14,3,34,8
18,18,3478,"ASSISTIDOS PRODUÇÃO","2021-08-26",15,3,34,8
10,10,4850,"ASSISTIDOS PRODUÇÃO","2021-08-26",16,3,34,8
3,3,3490,"ASSISTIDOS PRODUÇÃO","2021-08-26",17,3,34,8
6,6,1553,"ASSISTIDOS PRODUÇÃO","2021-08-26",18,3,34,8
20,19,10836,"ASSISTIDOS SINISTROS","2021-08-26",9,3,34,8
30,30,25931,"ASSISTIDOS SINISTROS","2021-08-26",10,3,34,8
36,36,24613,"ASSISTIDOS SINISTROS","2021-08-26",11,3,34,8
16,16,7249,"ASSISTIDOS SINISTROS","2021-08-26",12,3,34,8
1,1,243,"ASSISTIDOS SINISTROS","2021-08-26",13,3,34,8
27,27,19366,"ASSISTIDOS SINISTROS","2021-08-26",14,3,34,8
33,33,24499,"ASSISTIDOS SINISTROS","2021-08-26",15,3,34,8
20,20,11167,"ASSISTIDOS SINISTROS","2021-08-26",16,3,34,8
20,20,12199,"ASSISTIDOS SINISTROS","2021-08-26",17,3,34,8
7,7,2539,"ASSISTIDOS SINISTROS","2021-08-26",18,3,34,8
1,1,1034,"CALLBACK COM","2021-08-26",14,3,34,8
1,1,342,"CALLBACK COM","2021-08-26",15,3,34,8
2,2,200,"CALLBACK PARC COM","2021-08-26",15,3,34,8
3,2,1437,"CALLBACK SIN","2021-08-26",8,3,34,8
2,2,1062,"CALLBACK SIN","2021-08-26",10,3,34,8
1,1,1346,"CALLBACK SIN","2021-08-26",11,3,34,8
3,3,700,"CALLBACK SIN","2021-08-26",12,3,34,8
6,5,6940,"CALLBACK SIN","2021-08-26",13,3,34,8
2,1,4,"CALLBACK SIN","2021-08-26",14,3,34,8
4,4,1346,"COM AUTO","2021-08-26",8,3,34,8
5,5,2124,"COM AUTO","2021-08-26",9,3,34,8
5,5,2046,"COM AUTO","2021-08-26",10,3,34,8
10,10,4279,"COM AUTO","2021-08-26",11,3,34,8
9,9,2262,"COM AUTO","2021-08-26",12,3,34,8
10,10,4193,"COM AUTO","2021-08-26",13,3,34,8
13,13,5543,"COM AUTO","2021-08-26",14,3,34,8
4,4,523,"COM AUTO","2021-08-26",15,3,34,8
11,11,3637,"COM AUTO","2021-08-26",16,3,34,8
7,7,4497,"COM AUTO","2021-08-26",19,3,34,8
2,2,2262,"COM SAÚDE","2021-08-26",14,3,34,8
12,12,8891,"GES AUTO ALT","2021-08-26",8,3,34,8
15,15,7131,"GES AUTO ALT","2021-08-26",9,3,34,8
20,20,9713,"GES AUTO ALT","2021-08-26",10,3,34,8
18,18,8090,"GES AUTO ALT","2021-08-26",11,3,34,8
7,7,5054,"GES AUTO ALT","2021-08-26",12,3,34,8
13,13,5997,"GES AUTO ALT","2021-08-26",13,3,34,8
22,22,11025,"GES AUTO ALT","2021-08-26",14,3,34,8
14,14,8952,"GES AUTO ALT","2021-08-26",15,3,34,8
11,11,5271,"GES AUTO ALT","2021-08-26",16,3,34,8
1,1,430,"GES AUTO ALT","2021-08-26",19,3,34,8
14,14,4635,"GES AUTO ESCLAR","2021-08-26",8,3,34,8
22,22,10630,"GES AUTO ESCLAR","2021-08-26",9,3,34,8
20,20,7124,"GES AUTO ESCLAR","2021-08-26",10,3,34,8
17,17,8391,"GES AUTO ESCLAR","2021-08-26",11,3,34,8
15,15,4748,"GES AUTO ESCLAR","2021-08-26",12,3,34,8
21,21,7012,"GES AUTO ESCLAR","2021-08-26",13,3,34,8
7,7,2443,"GES AUTO ESCLAR","2021-08-26",14,3,34,8
12,12,3878,"GES AUTO ESCLAR","2021-08-26",15,3,34,8
13,13,4545,"GES AUTO ESCLAR","2021-08-26",16,3,34,8
3,3,367,"GES OUTRO ALT","2021-08-26",9,3,34,8
1,1,1593,"GES OUTRO ALT","2021-08-26",13,3,34,8
1,1,556,"GES OUTRO ALT","2021-08-26",14,3,34,8
1,1,122,"GES OUTRO ALT","2021-08-26",15,3,34,8
1,1,488,"GES OUTRO ALT","2021-08-26",19,3,34,8
4,4,1511,"GES OUTRO ESCLAR","2021-08-26",8,3,34,8
8,8,4600,"GES OUTRO ESCLAR","2021-08-26",9,3,34,8
2,2,358,"GES OUTRO ESCLAR","2021-08-26",10,3,34,8
3,3,2466,"GES OUTRO ESCLAR","2021-08-26",11,3,34,8
1,1,819,"GES OUTRO ESCLAR","2021-08-26",14,3,34,8
2,2,652,"GES OUTRO ESCLAR","2021-08-26",15,3,34,8
7,7,4034,"LINHA CLIENTES - SALES","2021-08-26",9,3,34,8
6,6,2907,"LINHA CLIENTES - SALES","2021-08-26",10,3,34,8
18,18,6862,"LINHA CLIENTES - SALES","2021-08-26",11,3,34,8
10,10,8538,"LINHA CLIENTES - SALES","2021-08-26",12,3,34,8
10,10,4986,"LINHA CLIENTES - SALES","2021-08-26",13,3,34,8
9,9,6311,"LINHA CLIENTES - SALES","2021-08-26",14,3,34,8
10,10,3970,"LINHA CLIENTES - SALES","2021-08-26",15,3,34,8
21,21,7547,"LINHA CLIENTES - SALES","2021-08-26",16,3,34,8
5,5,2238,"LINHA CLIENTES - SALES","2021-08-26",17,3,34,8
3,3,1497,"LINHA CLIENTES - SALES","2021-08-26",18,3,34,8
2,2,1085,"LINHA CLIENTES - SALES","2021-08-26",19,3,34,8
8,8,6160,"NÃO ASSISTIDO PRODUÇÃO","2021-08-26",9,3,34,8
11,11,4732,"NÃO ASSISTIDO PRODUÇÃO","2021-08-26",10,3,34,8
5,5,3887,"NÃO ASSISTIDO PRODUÇÃO","2021-08-26",11,3,34,8
4,4,3519,"NÃO ASSISTIDO PRODUÇÃO","2021-08-26",12,3,34,8
3,3,1224,"NÃO ASSISTIDO PRODUÇÃO","2021-08-26",13,3,34,8
9,9,7629,"NÃO ASSISTIDO PRODUÇÃO","2021-08-26",14,3,34,8
